filename,date,items
Trials,August 26,"Pure Draconite, Hardened Steel, Sandstone, Demonic Ore, Ortanite"
Trials,August 27,"Pure Lightstone, Hardened Steel, Mandrake"
Trials,August 28,"Cavestone, Pure Draconite"
Trials,August 29,"Twilightstone, Nightstone, Platinum"
Trials,August 30,"Balorite, Realm Ore"
Trials,August 31,"Vampiric Ore, Pure Lightstone"
Trials,September 1,"Undead Bone, Fogstone, Mythril, Perfect Baldur"
Trials,September 2,"Pure Draconite, Mandrake, Vampiric Ore"
Trials,September 3,"Darkstone, Scalestone"
Trials,September 4,"Iron, Pure Draconite, Pure Lightstone, Nightshade"
Trials,September 5,"Lesser Balorite, Scalestone, Adamantine, Silphium"
Trials,September 6,"Waterstone, Firestone, Pure Lightstone"
Trials,September 7,"Perfect Runestone, Twilightstone, Iron"
Trials,September 8,"Balorite, Iron, Stone, Lyonite"
Trials,September 9,"Firestone, Elstone, Iron"
Trials,September 10,"Hide, Pure Lightstone, Bone, Stone, Greater Soul"
Trials,September 11,"Cavestone, Realm Ore, Skystone"
Trials,September 12,"Elstone, Nightshade, Wood"
Trials,September 13,"Ancient Stone, Draconite, Adamantine, Pure Darkstone, Leather"
Trials,September 14,"Earthstone, Wolf's Blood, Lightstone, Red Draconite, Firestone"
Trials,September 15,"Baldur, Solarite, Lesser Balorite, Lightstone"
Trials,September 16,"Balorite, Vampiric Ore, Hardened Steel"
Trials,September 17,"Pure Waterstone, Steel"
Trials,September 18,"Leather, Lesser Balorite, Scalestone"
Trials,September 19,"Lightningstone, Baldur, Mythril, Hide, Silver"
Trials,September 20,"Hardened Steel, Steel, Balorite, Pure Lightstone"
Trials,September 21,"Platinum, Balorite, Cavestone, Pure Draconite, Silk"
Trials,September 22,"Avalon Ore, Orichalcum, Sandstone"
Trials,September 23,"Baldur, Nightshade, Broken Statue, Titanium, Solarite"
Trials,September 24,"Pure Waterstone, Pure Draconite, Ortanite, Leather, Scalestone"
Trials,September 25,"Silphium, Lesser Balorite, Ancient Stone"
Trials,September 26,"Leather, Greater Soul, Waterstone, Darkstone"
Trials,September 27,"Wolf's Blood, Stone, Orichalcum"
Trials,September 28,"Eyestone, Darkstone, Cursed Ortanite, Solarite, Steel"
Trials,September 29,"Wood, Lightstone, Adamantine"
Trials,September 30,"Balorite, Lightningstone, Waterstone"
Trials,October 1,"Darkstone, Titanium, Scalestone, Demonic Ore"
Trials,October 2,"Nightshade, Platinum, Lesser Balorite, Greater Soul"
Trials,October 3,"Demonic Ore, Lesser Balorite"
Trials,October 4,"Skystone, Stone, Titanium"
Trials,October 5,"Undead Bone, Waterstone, Nightshade, Bone"
Trials,October 6,"Lightningstone, Scalestone, Ancient Stone"
Trials,October 7,"Solarite, Demonic Ore, Pure Waterstone, Pure Draconite, Elstone"
Trials,October 8,"Greater Soul, Pure Waterstone, Earthstone, Lightningstone, Elstone"
Trials,October 9,"Twilightstone, Firestone"
Trials,October 10,"Greater Soul, Leather, Witchstone, Lesser Balorite"
Trials,October 11,"Twilightstone, Lightstone"
Trials,October 12,"Bone, Waterstone"
Trials,October 13,"Eyestone, Pure Draconite, Wood, Skystone"
Trials,October 14,"Lightstone, Ortanite"
Trials,October 15,"Dragonite, Skystone, Stone, Pure Lightstone"
Trials,October 16,"Realm Ore, Waterstone, Cursed Ortanite, Hardened Steel"
Trials,October 17,"Ancient Stone, Perfect Baldur"
Trials,October 18,"Undead Bone, Hide, Perfect Runestone, Ortanite"
Trials,October 19,"Vampiric Ore, Demonic Ore, Lesser Balorite, Soul, Silphium"
Trials,October 20,"Bone, Mythril, Titanium, Wolf's Blood, Silk"
Trials,October 21,"Adamantine, Lightningstone"
Trials,October 22,"Darkstone, Scalestone"
Trials,October 23,"Lightningstone, Steel, Pure Waterstone, Perfect Runestone"
Trials,October 24,"Soul, Darkstone, Dragonite"
Trials,October 25,"Wolf's Blood, Demonic Ore, Elstone, Vampiric Ore, Broken Statue"
Trials,October 26,"Stone, Wood"
Trials,October 27,"Perfect Runestone, Lightningstone, Firestone"
Trials,October 28,"Silver, Firestone"
Trials,October 29,"Silk, Nightstone, Red Draconite"
Trials,October 30,"Baldur, Lightningstone, Red Draconite"
Trials,October 31,"Scalestone, Pure Lightstone, Waterstone, Red Draconite"
Trials,November 1,"Ancient Stone, Solarite, Nightstone"
Trials,November 2,"Balorite, Sandstone, Stone"
Trials,November 3,"Titanium, Cursed Ortanite"
Trials,November 4,"Bone, Nightstone, Cavestone, Twilightstone, Fogstone"
Trials,November 5,"Realm Ore, Wolf's Blood, Waterstone"
Trials,November 6,"Cursed Ortanite, Pure Waterstone, Soul"
Trials,November 7,"Steel, Perfect Runestone, Nightshade"
Trials,November 8,"Silver, Perfect Baldur, Red Draconite"
Trials,November 9,"Perfect Runestone, Leather, Stone, Pure Draconite, Dragonite"
Trials,November 10,"Cursed Ortanite, Firestone, Ancient Stone"
Trials,November 11,"Iron, Eyestone"
Trials,November 12,"Elstone, Eyestone, Scalestone, Soul, Platinum"
Trials,November 13,"Eyestone, Bone, Avalon Ore"
Trials,November 14,"Bone, Witchstone, Mythril, Titanium, Mandrake"
Trials,November 15,"Orichalcum, Mythril"
Trials,November 16,"Mandrake, Red Draconite"
Trials,November 17,"Steel, Undead Bone, Sandstone, Leather, Adamantine"
Trials,November 18,"Lightstone, Silver, Pure Darkstone"
Trials,November 19,"Elstone, Mythril, Red Draconite"
Trials,November 20,"Titanium, Pure Draconite, Red Draconite, Platinum, Eyestone"
Trials,November 21,"Darkstone, Lyonite, Dayleaf, Ancient Stone, Earthstone"
Trials,November 22,"Solarite, Wood, Witchstone"
Trials,November 23,"Demonic Ore, Baldur, Pure Darkstone, Wolf's Blood, Sandstone"
Trials,November 24,"Undead Bone, Mythril, Solarite"
Trials,November 25,"Steel, Wolf's Blood"
Trials,November 26,"Silphium, Bone"
Trials,November 27,"Dayleaf, Silver, Darkstone, Stone, Ortanite"
Trials,November 28,"Bone, Lightstone, Baldur, Perfect Runestone"
Trials,November 29,"Hide, Wood, Iron, Skystone"
Trials,November 30,"Hide, Witchstone, Dragonite, Lyonite"
Trials,December 1,"Dragonite, Avalon Ore, Solarite, Pure Waterstone, Silver"
Trials,December 2,"Dragonite, Steel, Pure Lightstone, Lesser Balorite, Adamantine"
Trials,December 3,"Lightstone, Lesser Balorite, Realm Ore, Stone, Draconite"
Trials,December 4,"Dragonite, Steel"
Trials,December 5,"Platinum, Firestone, Eyestone, Pure Darkstone"
Trials,December 6,"Elstone, Mandrake, Draconite, Sandstone"
Trials,December 7,"Twilightstone, Balorite"
Trials,December 8,"Ancient Stone, Broken Statue, Waterstone"
Trials,December 9,"Silphium, Vampiric Ore, Scalestone"
Trials,December 10,"Ortanite, Solarite, Orichalcum"
Trials,December 11,"Sandstone, Vampiric Ore, Stone"
Trials,December 12,"Twilightstone, Ortanite"
Trials,December 13,"Adamantine, Orichalcum"
Trials,December 14,"Platinum, Solarite"
Trials,December 15,"Darkstone, Twilightstone, Silk"
Trials,December 16,"Hide, Lyonite, Avalon Ore, Pure Darkstone, Skystone"
Trials,December 17,"Elstone, Greater Soul, Pure Lightstone, Lesser Balorite"
Trials,December 18,"Perfect Baldur, Platinum, Waterstone"
Trials,December 19,"Vampiric Ore, Lesser Balorite"
Trials,December 20,"Stone, Witchstone, Fogstone, Leather"
Trials,December 21,"Stone, Silk, Iron, Eyestone, Earthstone"
Trials,December 22,"Runestone, Firestone, Steel, Nightstone, Undead Bone"
Trials,December 23,"Wolf's Blood, Earthstone"
Trials,December 24,"Runestone, Scalestone"
Trials,December 25,"Silphium, Pure Draconite, Wolf's Blood, Wood"
Trials,December 26,"Leather, Earthstone, Demonic Ore, Dragonite, Platinum"
Trials,December 27,"Perfect Baldur, Platinum, Scalestone, Mythril, Sandstone"
Trials,December 28,"Darkstone, Draconite, Bone"
Trials,December 29,"Baldur, Sandstone, Vampiric Ore, Lightningstone"
Trials,December 30,"Ancient Stone, Pure Draconite"
Trials,December 31,""
