filename,date,items
sparring,April 12,"Wolf's Blood, Ancient Stone, Earthstone, Silver, Cursed Ortanite"
sparring,April 13,"Adamantine, Elstone, Pure Darkstone, Nightstone, Demonic Ore"
sparring,April 14,"Greater Soul, Cavestone, Vampiric Ore, Orichalcum, Lyonite"
sparring,April 15,"Lightstone, Nightshade"
sparring,April 16,"Broken Statue, Lyonite, Dayleaf"
sparring,April 17,"Lightningstone, Elstone"
sparring,April 18,"Nightshade, Red Draconite, Pure Lightstone"
sparring,April 19,"Demonic Ore, Ortanite, Waterstone"
sparring,April 20,"Twilightstone, Wolf's Blood, Cavestone"
sparring,April 21,"Elstone, Mythril, Draconite"
sparring,April 22,"Elstone, Red Draconite, Leather, Wood, Waterstone"
sparring,April 23,"Elstone, Darkstone, Balorite"
sparring,April 24,"Firestone, Perfect Runestone, Pure Lightstone, Titanium"
sparring,April 25,"Draconite, Bone, Lightningstone"
sparring,April 26,"Baldur, Perfect Baldur, Red Draconite, Dragonite"
sparring,April 27,"Leather, Twilightstone"
sparring,April 28,"Ortanite, Wolf's Blood, Ancient Stone"
sparring,April 29,"Mandrake, Lightningstone"
sparring,April 30,"Soul, Solarite, Stone"
sparring,May 1,"Lightstone, Orichalcum, Perfect Baldur"
sparring,May 2,"Skystone, Hardened Steel"
sparring,May 3,"Pure Darkstone, Broken Statue, Hardened Steel , Scalestone"
sparring,May 4,"Hide, Lyonite, Earthstone, Fogstone, Leather"
sparring,May 5,"Twilightstone, Realm Ore, Perfect Runestone, Skystone"
sparring,May 6,"Fogstone, Scalestone, Hide, Realm Ore"
sparring,May 7,"Greater Soul, Fogstone, Silphium, Hide"
sparring,May 8,"Soul, Realm Ore, Hide"
sparring,May 9,"Perfect Runestone, Elstone, Iron"
sparring,May 10,"Dayleaf, Waterstone, Runestone, Soul, Mandrake"
sparring,May 11,"Fogstone, Twilightstone, Dragonite, Darkstone"
sparring,May 12,"Baldur, Sandstone"
sparring,May 13,"Nightstone, Lightstone, Demonic Ore, Skystone, Wood"
sparring,May 14,"Darkstone, Lightstone, Elstone, Realm Ore, Red Draconite"
sparring,May 15,"Eyestone, Mandrake, Mythril, Perfect Baldur"
sparring,May 16,"Earthstone, Adamantine, Pure Draconite, Sandstone, Twilightstone"
sparring,May 17,"Twilightstone, Vampiric Ore, Perfect Baldur"
sparring,May 18,"Fogstone, Nightstone, Vampiric Ore"
sparring,May 19,"Bone, Cavestone, Earthstone"
sparring,May 20,"Dragonite, Soul"
sparring,May 21,"Lesser Balorite, Baldur"
sparring,May 22,"Platinum, Dayleaf, Twilightstone, Lightningstone, Pure Darkstone"
sparring,May 23,"Pure Darkstone, Mandrake, Perfect Runestone, Ancient Stone, Cavestone"
sparring,May 24,"Orichalcum, Sandstone"
sparring,May 25,"Lyonite, Eyestone, Hide, Hardened Steel, Platinum"
sparring,May 26,"Lyonite, Waterstone"
sparring,May 27,"Fogstone, Mandrake, Demonic Ore, Red Draconite"
sparring,May 28,"Bone, Silver, Orichalcum"
sparring,May 29,"Perfect Baldur, Runestone, Undead Bone"
sparring,May 30,"Fogstone, Runestone, Nightstone, Firestone"
sparring,May 31,"Ortanite, Hardened Steel, Platinum, Bone, Witchstone"
sparring,June 1,"Avalon Ore, Pure Waterstone, Cursed Ortanite"
sparring,June 2,"Darkstone, Vampiric Ore"
sparring,June 3,"Pure Darkstone, Nightstone, Perfect Baldur"
sparring,June 4,"Adamantine, Lightningstone, Nightstone"
sparring,June 5,"Mandrake, Lesser Balorite"
sparring,June 6,"Nightshade, Runestone, Leather, Avalon Ore, Scalestone"
sparring,June 7,"Greater Soul, Fogstone"
sparring,June 8,"Wolf's Blood, Orichalcum, Earthstone, Solarite, Demonic Ore"
sparring,June 9,"Nightstone, Pure Darkstone, Skystone, Fogstone"
sparring,June 10,"Ancient Stone, Twilightstone, Firestone, Perfect Runestone, Platinum"
sparring,June 11,"Demonic Ore, Lightstone, Titanium"
sparring,June 12,"Red Draconite, Pure Draconite, Titanium"
sparring,June 13,"Steel, Perfect Runestone"
sparring,June 14,"Bone, Nightstone, Earthstone"
sparring,June 15,"Vampiric Ore, Lyonite, Silver, Draconite"
sparring,June 16,"Mythril, Lightstone"
sparring,June 17,"Runestone, Steel, Draconite, Undead Bone"
sparring,June 18,"Cavestone, Twilightstone, Steel, Balorite"
sparring,June 19,"Eyestone, Silk"
sparring,June 20,"Silphium, Stone, Platinum"
sparring,June 21,"Hardened Steel, Bone, Silk, Balorite, Pure Draconite"
sparring,June 22,"Undead Bone, Draconite, Silver"
sparring,June 23,"Lightstone, Waterstone, Cavestone, Skystone, Pure Darkstone"
sparring,June 24,"Firestone, Broken Statue"
sparring,June 25,"Perfect Baldur, Lightningstone, Scalestone, Stone, Pure Waterstone"
sparring,June 26,"Cursed Ortanite, Pure Waterstone"
sparring,June 27,"Silver, Twilightstone"
sparring,June 28,"Cursed Ortanite, Stone, Hardened Steel, Wolf's Blood"
sparring,June 29,"Iron, Wolf's Blood, Lightningstone, Pure Darkstone, Pure Lightstone"
sparring,June 30,"Cursed Ortanite, Sandstone, Undead Bone, Realm Ore"
sparring,July 1,"Broken Statue, Orichalcum"
sparring,July 2,"Cavestone, Platinum, Dragonite, Broken Statue, Firestone"
sparring,July 3,"Lightstone, Runestone, Demonic Ore, Waterstone"
sparring,July 4,"Fogstone, Waterstone"
sparring,July 5,"Avalon Ore, Adamantine, Demonic Ore"
sparring,July 6,"Twilightstone, Platinum, Balorite, Iron, Scalestone"
sparring,July 7,"Elstone, Runestone, Nightstone, Pure Lightstone"
sparring,July 8,"Undead Bone, Titanium"
sparring,July 9,"Undead Bone, Dragonite, Nightstone, Wolf's Blood"
sparring,July 10,"Firestone, Nightstone"
sparring,July 11,"Iron, Bone, Pure Waterstone"
sparring,July 12,"Balorite, Pure Draconite"
sparring,July 13,"Undead Bone, Elstone, Perfect Baldur, Twilightstone, Cursed Ortanite"
sparring,July 14,"Waterstone, Draconite, Nightshade, Skystone, Solarite"
sparring,July 15,"Undead Bone, Vampiric Ore, Baldur"
sparring,July 16,"Adamantine, Iron, Titanium"
sparring,July 17,"Perfect Runestone, Witchstone"
sparring,July 18,"Solarite, Pure Waterstone, Greater Soul, Steel, Lightstone"
sparring,July 19,"Bone, Pure Waterstone, Vampiric Ore, Ortanite, Runestone"
sparring,July 20,"Stone, Wood, Undead Bone, Wolf's Blood"
sparring,July 21,"Eyestone, Firestone, Bone"
sparring,July 22,"Cavestone, Ortanite"
sparring,July 23,"Titanium, Silphium, Lightningstone"
sparring,July 24,"Wolf's Blood, Leather"
sparring,July 25,"Scalestone, Hardened Steel"
sparring,July 26,"Ancient Stone, Hardened Steel, Pure Waterstone, Platinum"
sparring,July 27,"Lesser Balorite, Baldur"
sparring,July 28,"Waterstone, Scalestone, Mandrake, Wood"
sparring,July 29,"Witchstone, Fogstone"
sparring,July 30,"Dragonite, Greater Soul, Silphium"
sparring,July 31,"Balorite, Vampiric Ore, Orichalcum"
sparring,August 1,"Witchstone, Demonic Ore, Silver"
sparring,August 2,"Twilightstone, Undead Bone, Elstone, Firestone, Wolf's Blood"
sparring,August 3,"Cursed Ortanite, Adamantine, Draconite"
sparring,August 4,"Witchstone, Avalon Ore, Red Draconite, Nightshade"
sparring,August 5,"Demonic Ore, Platinum"
sparring,August 6,"Ortanite, Eyestone"
sparring,August 7,"Pure Waterstone, Eyestone, Wolf's Blood"
sparring,August 8,"Cavestone, Runestone"
sparring,August 9,"Darkstone, Firestone, Adamantine, Mythril, Platinum"
sparring,August 10,"Pure Darkstone, Scalestone, Stone, Ancient Stone, Darkstone"
sparring,August 11,"Greater Soul, Wolf's Blood, Adamantine, Avalon Ore"
sparring,August 12,"Realm Ore, Stone"
sparring,August 13,"Dragonite, Waterstone, Greater Soul, Perfect Runestone"
sparring,August 14,"Steel, Ortanite, Avalon Ore, Pure Lightstone, Pure Waterstone"
sparring,August 15,"Iron, Fogstone, Waterstone, Vampiric Ore, Platinum"
sparring,August 16,"Avalon Ore, Titanium"
sparring,August 17,"Red Draconite, Witchstone, Pure Waterstone"
sparring,August 18,"Fogstone, Earthstone"
sparring,August 19,"Iron, Draconite, Earthstone, Pure Darkstone"
sparring,August 20,"Perfect Runestone, Mythril"
sparring,August 21,"Lyonite, Soul, Cursed Ortanite"
sparring,August 22,"Lightstone, Silver, Pure Draconite"
sparring,August 23,"Undead Bone, Sandstone"
sparring,August 24,"Undead Bone, Dragonite, Lightningstone"
sparring,August 25,"Soul, Pure Lightstone, Baldur, Mythril"
sparring,August 26,"Twilightstone, Steel, Red Draconite, Stone, Cavestone"
sparring,August 27,"Ortanite, Lesser Balorite, Cavestone"
sparring,August 28,"Mandrake, Orichalcum, Pure Waterstone"
sparring,August 29,"Bone, Leather"
sparring,August 30,"Pure Draconite, Nightshade, Titanium, Perfect Baldur, Demonic Ore"
sparring,August 31,"Soul, Earthstone, Twilightstone"
sparring,September 1,"Skystone, Waterstone, Silphium"
sparring,September 2,"Avalon Ore, Pure Waterstone"
sparring,September 3,"Darkstone, Red Draconite, Cavestone"
sparring,September 4,"Firestone, Hardened Steel, Cavestone, Realm Ore"
sparring,September 5,"Firestone, Ortanite"
sparring,September 6,"Wolf's Blood, Vampiric Ore, Ancient Stone, Demonic Ore, Greater Soul"
sparring,September 7,"Demonic Ore, Pure Draconite, Silver, Draconite"
sparring,September 8,"Lightningstone, Solarite, Greater Soul, Twilightstone"
sparring,September 9,"Silk, Dayleaf, Witchstone"
sparring,September 10,"Skystone, Perfect Runestone, Silphium, Leather, Soul"
sparring,September 11,"Broken Statue, Vampiric Ore, Titanium, Skystone"
sparring,September 12,"Greater Soul, Orichalcum, Baldur"
sparring,September 13,"Iron, Ortanite, Fogstone, Lightstone, Lightningstone"
sparring,September 14,"Broken Statue, Stone, Avalon Ore"
sparring,September 15,"Elstone, Platinum, Avalon Ore"
sparring,September 16,"Nightshade, Witchstone, Scalestone"
sparring,September 17,"Realm Ore, Pure Darkstone"
sparring,September 18,"Lesser Balorite, Pure Draconite, Dragonite, Avalon Ore"
sparring,September 19,"Demonic Ore, Ancient Stone, Eyestone, Vampiric Ore"
sparring,September 20,"Baldur, Silphium, Perfect Runestone"
sparring,September 21,"Ortanite, Scalestone, Ancient Stone, Hide, Silk"
sparring,September 22,"Waterstone, Pure Darkstone, Pure Draconite, Sandstone, Eyestone"
sparring,September 23,"Darkstone, Draconite, Ortanite"
sparring,September 24,"Leather, Stone, Scalestone"
sparring,September 25,"Eyestone, Skystone, Solarite"
sparring,September 26,"Bone, Cavestone"
sparring,September 27,"Silver, Steel, Cavestone, Red Draconite"
sparring,September 28,"Avalon Ore, Greater Soul, Darkstone"
sparring,September 29,"Adamantine, Pure Darkstone, Ortanite, Firestone"
sparring,September 30,"Elstone, Ortanite, Pure Darkstone, Bone"
sparring,October 1,"Steel, Pure Draconite"
sparring,October 2,"Skystone, Firestone, Silver, Pure Draconite"
sparring,October 3,"Pure Waterstone, Platinum, Wood"
sparring,October 4,"Realm Ore, Soul, Cursed Ortanite, Waterstone, Lightningstone"
sparring,October 5,"Realm Ore, Wood, Twilightstone, Iron"
sparring,October 6,"Dayleaf, Ortanite, Witchstone, Lightstone"
sparring,October 7,"Adamantine, Titanium, Demonic Ore"
sparring,October 8,"Wolf's Blood, Cursed Ortanite"
sparring,October 9,"Eyestone, Witchstone"
sparring,October 10,"Runestone, Pure Draconite, Realm Ore"
sparring,October 11,"Scalestone, Avalon Ore, Cursed Ortanite, Undead Bone, Eyestone"
sparring,October 12,"Undead Bone, Greater Soul, Wolf's Blood, Avalon Ore, Vampiric Ore"
sparring,October 13,"Witchstone, Leather"
sparring,October 14,"Red Draconite, Avalon Ore, Nightshade, Bone"
sparring,October 15,"Earthstone, Pure Darkstone, Balorite, Darkstone, Baldur"
sparring,October 16,"Realm Ore, Mythril, Sandstone, Silver, Firestone"
sparring,October 17,"Fogstone, Wood, Solarite"
sparring,October 18,"Pure Draconite, Twilightstone, Nightstone, Darkstone"
sparring,October 19,"Earthstone, Perfect Runestone, Sandstone, Broken Statue, Demonic Ore"
sparring,October 20,"Adamantine, Red Draconite, Lightningstone, Solarite"
sparring,October 21,"Pure Lightstone, Mythril"
sparring,October 22,"Dragonite, Bone"
sparring,October 23,"Draconite, Waterstone, Baldur"
sparring,October 24,"Pure Darkstone, Witchstone, Twilightstone, Sandstone"
sparring,October 25,"Demonic Ore, Lesser Balorite, Soul, Waterstone, Solarite"
sparring,October 26,"Darkstone, Silk, Firestone, Soul"
sparring,October 27,"Lightstone, Platinum, Silphium, Pure Waterstone, Twilightstone"
sparring,October 28,"Soul, Iron"
sparring,October 29,"Demonic Ore, Titanium, Earthstone, Lesser Balorite, Wood"
sparring,October 30,"Adamantine, Perfect Runestone"
sparring,October 31,"Draconite, Pure Darkstone, Vampiric Ore, Bone"
sparring,November 1,"Waterstone, Silk, Pure Waterstone, Perfect Baldur, Titanium"
sparring,November 2,"Silver, Twilightstone, Iron, Realm Ore"
sparring,November 3,"Orichalcum, Lightstone"
sparring,November 4,"Balorite, Draconite, Cursed Ortanite, Bone, Steel"
sparring,November 5,"Perfect Runestone, Demonic Ore"
sparring,November 6,"Mythril, Orichalcum, Pure Draconite, Platinum, Broken Statue"
sparring,November 7,"Pure Lightstone, Witchstone"
sparring,November 8,"Darkstone, Demonic Ore"
sparring,November 9,"Hide, Sandstone, Cursed Ortanite"
sparring,November 10,"Pure Waterstone, Draconite, Darkstone, Vampiric Ore, Runestone"
sparring,November 11,"Pure Draconite, Fogstone, Witchstone"
sparring,November 12,"Skystone, Pure Darkstone, Perfect Runestone"
sparring,November 13,"Runestone, Pure Lightstone"
sparring,November 14,"Nightshade, Avalon Ore, Balorite, Pure Lightstone, Skystone"
sparring,November 15,"Cavestone, Titanium, Runestone, Eyestone"
sparring,November 16,"Realm Ore, Hardened Steel, Stone"
sparring,November 17,"Witchstone, Balorite, Dayleaf, Pure Darkstone, Leather"
sparring,November 18,"Stone, Demonic Ore, Hide, Perfect Baldur, Darkstone"
sparring,November 19,"Elstone, Orichalcum, Hardened Steel"
sparring,November 20,"Skystone, Undead Bone"
sparring,November 21,"Mythril, Skystone, Realm Ore, Nightstone, Nightshade"
sparring,November 22,"Broken Statue, Red Draconite, Hide, Solarite, Dragonite"
sparring,November 23,"Balorite, Elstone"
sparring,November 24,"Orichalcum, Fogstone"
sparring,November 25,"Dragonite, Avalon Ore, Baldur, Titanium, Cavestone"
sparring,November 26,"Draconite, Mythril, Mandrake, Darkstone, Hide"
sparring,November 27,"Cursed Ortanite, Perfect Runestone"
sparring,November 28,"Vampiric Ore, Soul, Darkstone, Skystone"
sparring,November 29,"Cavestone, Elstone"
sparring,November 30,"Bone, Nightstone, Wolf's Blood, Soul"
sparring,December 1,"Runestone, Vampiric Ore, Hardened Steel, Pure Darkstone"
sparring,December 2,"Pure Darkstone, Perfect Runestone"
sparring,December 3,"Adamantine, Iron, Twilightstone, Ancient Stone, Nightshade"
sparring,December 4,"Mandrake, Vampiric Ore"
sparring,December 5,"Nightshade, Twilightstone, Runestone, Pure Darkstone, Scalestone"
sparring,December 6,"Vampiric Ore, Iron"
sparring,December 7,"Realm Ore, Bone, Cavestone"
sparring,December 8,"Pure Waterstone, Scalestone, Sandstone, Nightshade, Greater Soul"
sparring,December 9,"Mythril, Pure Draconite, Fogstone, Perfect Baldur, Bone"
sparring,December 10,"Pure Waterstone, Witchstone"
sparring,December 11,"Stone, Wolf's Blood, Red Draconite, Mythril, Lyonite"
sparring,December 12,"Mythril, Fogstone, Demonic Ore, Leather"
sparring,December 13,"Cavestone, Undead Bone, Earthstone, Avalon Ore"
sparring,December 14,"Nightstone, Mandrake, Platinum, Draconite, Pure Waterstone"
sparring,December 15,"Hide, Nightshade"
sparring,December 16,"Elstone, Baldur, Hide"
sparring,December 17,"Adamantine, Witchstone, Orichalcum"
sparring,December 18,"Cursed Ortanite, Hide, Lightningstone"
sparring,December 19,"Dayleaf, Soul, Solarite, Avalon Ore, Greater Soul"
sparring,December 20,"Platinum, Pure Lightstone, Nightshade, Draconite, Realm Ore"
sparring,December 21,"Orichalcum, Baldur, Lightningstone, Earthstone, Hide"
sparring,December 22,"Ancient Stone, Soul"
sparring,December 23,""
sparring,December 24,"Pure Waterstone, Dragonite, Platinum"
sparring,December 25,"Greater Soul, Eyestone, Hide, Scalestone, Dragonite"
sparring,December 26,"Wolf's Blood, Elstone, Cursed Ortanite"
sparring,December 27,"Nightstone, Lyonite, Adamantine, Undead Bone, Soul"
sparring,December 28,"Mythril, Baldur, Lightstone, Darkstone"
sparring,December 29,"Hide, Demonic Ore, Firestone, Silk"
sparring,December 30,"Cursed Ortanite, Bone, Cavestone"
sparring,December 31,"Mandrake, Elstone, Mythril"
