filename,date,items
towers,April 30,"Titanium, Steel, Pure Draconite, Ortanite"
towers,May 1,"Lightstone, Orichalcum, Lesser Balorite, Hardened Steel, Hide, Ancient Stone"
towers,May 2,"Runestone, Leather, Orichalcum"
towers,May 3,"Balorite, Skystone, Pure Waterstone, Nightshade"
towers,May 4,"Draconite, Waterstone, Baldur, Platinum, Skystone"
towers,May 5,"Wolf's Blood, Lesser Balorite, Nightstone, Avalon Ore"
towers,May 6,"Avalon Ore, Earthstone, Draconite, Ancient Stone"
towers,May 7,"Pure Draconite, Dragonite, Fogstone"
towers,May 8,"Wolf's Blood, Lesser Balorite, Pure Draconite, Bone"
towers,May 9,"Stone, Soul, Balorite, Lightningstone, Avalon Ore, Waterstone"
towers,May 10,"Darkstone, Runestone, Adamantine, Lightningstone"
towers,May 11,"Sandstone, Iron, Cursed Ortanite, Darkstone"
towers,May 12,"Vampiric Ore, Firestone, Cavestone, Steel, Pure Lightstone, Fogstone"
towers,May 13,"Pure Waterstone, Silver, Platinum, Witchstone"
towers,May 14,"Ortanite, Silver, Firestone"
towers,May 15,"Hardened Steel, Orichalcum, Lyonite, Scalestone, Mythril"
towers,May 16,"Steel, Avalon Ore, Mandrake, Earthstone, Twilightstone"
towers,May 17,"Scalestone, Waterstone, Solarite, Vampiric Ore"
towers,May 18,"Cursed Ortanite, Waterstone, Baldur"
towers,May 19,"Firestone, Sandstone, Titanium, Dragonite, Mandrake, Cavestone"
towers,May 20,"Sandstone, Silphium, Lightningstone, Wolf's Blood, Lightstone"
towers,May 21,"Cursed Ortanite, Nightshade, Undead Bone, Runestone, Lyonite"
towers,May 22,"Red Draconite, Titanium, Nightstone, Lightningstone, Greater Soul, Bone"
towers,May 23,"Earthstone, Baldur, Lightstone"
towers,May 24,"Ancient Stone, Steel, Lesser Balorite, Bone, Sandstone"
towers,May 25,"Iron, Mandrake, Eyestone"
towers,May 26,"Wolf's Blood, Pure Waterstone, Sandstone, Elstone, Avalon Ore, Leather"
towers,May 27,"Adamantine, Balorite, Undead Bone"
towers,May 28,"Lightningstone, Iron, Leather, Ancient Stone, Nightstone"
towers,May 29,"Silver, Pure Waterstone, Stone"
towers,May 30,"Leather, Broken Statue, Cavestone, Baldur, Mythril"
towers,May 31,"Fogstone, Solarite, Pure Draconite"
towers,June 1,"Earthstone, Red Draconite, Mandrake, Iron, Soul, Pure Lightstone"
towers,June 2,"Broken Statue, Lesser Balorite, Realm Ore"
towers,June 3,"Lyonite, Silver, Runestone, Greater Soul, Solarite, Steel"
towers,June 4,"Iron, Waterstone, Twilightstone, Silphium, Red Draconite"
towers,June 5,"Soul, Lightningstone, Leather, Solarite, Hide, Fogstone"
towers,June 6,"Steel, Cavestone, Cursed Ortanite"
towers,June 7,"Silver, Runestone, Skystone, Darkstone, Pure Waterstone, Steel"
towers,June 8,"Ortanite, Hide, Silphium, Witchstone, Titanium, Silver"
towers,June 9,"Mythril, Sandstone, Wood, Adamantine, Hardened Steel"
towers,June 10,"Steel, Broken Statue, Avalon Ore, Lesser Balorite"
towers,June 11,"Elstone, Ortanite, Lyonite, Fogstone"
towers,June 12,"Wood, Leather, Lightningstone"
towers,June 13,"Dragonite, Realm Ore, Hide, Perfect Runestone, Mandrake"
towers,June 14,"Skystone, Cursed Ortanite, Waterstone, Titanium, Balorite, Red Draconite"
towers,June 15,"Ancient Stone, Perfect Baldur, Dragonite"
towers,June 16,"Bone, Draconite, Pure Darkstone, Hide, Lightningstone"
towers,June 17,"Perfect Baldur, Nightstone, Perfect Runestone"
towers,June 18,"Scalestone, Perfect Runestone, Vampiric Ore, Iron"
towers,June 19,"Soul, Sandstone, Wolf's Blood, Silk"
towers,June 20,"Lesser Balorite, Solarite, Perfect Baldur, Earthstone, Balorite"
towers,June 21,"Balorite, Red Draconite, Cavestone"
towers,June 22,"Darkstone, Nightstone, Mythril, Adamantine, Baldur, Pure Waterstone"
towers,June 23,"Bone, Ancient Stone, Red Draconite, Earthstone, Nightstone, Pure Darkstone"
towers,June 24,"Perfect Runestone, Titanium, Solarite, Iron, Pure Draconite, Twilightstone"
towers,June 25,"Iron, Firestone, Platinum, Red Draconite, Broken Statue, Vampiric Ore"
towers,June 26,"Earthstone, Avalon Ore, Perfect Runestone, Solarite, Perfect Baldur"
towers,June 27,"Lyonite, Ancient Stone, Twilightstone, Eyestone"
towers,June 28,"Perfect Runestone, Baldur, Elstone, Lightstone, Fogstone, Pure Draconite"
towers,June 29,"Sandstone, Nightstone, Dragonite, Undead Bone, Ortanite, Silver"
towers,June 30,"Earthstone, Ancient Stone, Titanium, Lightningstone, Steel"
towers,July 1,"Sandstone, Witchstone, Wolf's Blood, Ancient Stone, Hardened Steel, Undead Bone"
towers,July 2,"Vampiric Ore, Silphium, Dayleaf, Red Draconite, Cursed Ortanite,  Adamantine"
towers,July 3,"Wood, Undead Bone, Stone, Red Draconite, Steel"
towers,July 4,"Balorite, Solarite, Perfect Baldur, Dayleaf, Silphium"
towers,July 5,"Wolf's Blood, Perfect Runestone, Broken Statue, Avalon Ore"
towers,July 6,"Leather, Silphium, Ortanite, Skystone, Adamantine, Undead Bone"
towers,July 7,"Platinum, Perfect Baldur, Silver, Cursed Ortanite"
towers,July 8,"Pure Draconite, Ancient Stone, Eyestone"
towers,July 9,"Stone, Adamantine, Balorite, Titanium, Steel"
towers,July 10,"Witchstone, Balorite, Baldur, Lesser Balorite"
towers,July 11,"Dayleaf, Pure Draconite, Eyestone, Mandrake, Lesser Balorite"
towers,July 12,"Titanium, Soul, Witchstone, Silk"
towers,July 13,"Solarite, Platinum, Bone, Cavestone"
towers,July 14,"Waterstone, Mandrake, Darkstone"
towers,July 15,"Perfect Baldur, Pure Lightstone, Nightshade"
towers,July 16,"Firestone, Demonic Ore, Bone, Soul, Earthstone, Wolf's Blood"
towers,July 17,"Wolf's Blood, Stone, Avalon Ore, Steel, Demonic Ore"
towers,July 18,"Firestone, Twilightstone, adamantine, Sandstone, Darkstone"
towers,July 19,"Dayleaf, Hide, Firestone, Demonic Ore, Draconite"
towers,July 20,"Avalon Ore, Earthstone, Balorite, Silk, Lyonite"
towers,July 21,"Adamantine, Pure Draconite, Vampiric Ore"
towers,July 22,"Hide, Baldur, Hardened Steel, Iron, Soul, Silver"
towers,July 23,"Runestone, Greater Soul, Soul, Sandstone"
towers,July 24,"Greater Soul, Waterstone, Firestone, Nightstone, Silk, Platinum"
towers,July 25,"Titanium, Broken Statue, Vampiric Ore, Darkstone"
towers,July 26,"Dayleaf, Pure Waterstone, Runestone, Greater Soul"
towers,July 27,"Eyestone, Leather, Realm Ore, Perfect Runestone, Elstone, Dayleaf"
towers,July 28,"Vampiric Ore, Dayleaf, Silk, Soul, Wood, Greater Soul"
towers,July 29,"Nightstone, Twilightstone, Soul, Darkstone, Skystone"
towers,July 30,"Pure Waterstone, Ortanite, Wood, Pure Lightstone"
towers,July 31,"Ortanite, Realm Ore, Pure Waterstone, Darkstone, Demonic Ore, Scalestone"
towers,August 1,"Leather, Broken Statue, Draconite, Undead Bone, Nightshade, Lightstone"
towers,August 2,"Avalon Ore, Nightshade, Cursed Ortanite, Firestone, Perfect Runestone, Pure Waterstone"
towers,August 3,"Balorite, Silphium, Silver, Pure Lightstone, Platinum, Witchstone"
towers,August 4,"Nightstone, Realm Ore, Pure Waterstone, Perfect Baldur, Hide, Mandrake"
towers,August 5,"Skystone, Stone, Silphium"
towers,August 6,"Skystone, Red Draconite, Elstone, Nightshade"
towers,August 7,"Ortanite, Soul, Perfect Runestone"
towers,August 8,"Platinum, Orichalcum, Mythril"
towers,August 9,"Fogstone, Balorite, Hardened Steel, Elstone, Nightstone, Cavestone"
towers,August 10,"Fogstone, Darkstone, Eyestone, Silver, Balorite, Witchstone"
towers,August 11,"Sandstone, Draconite, Witchstone, Hardened Steel, Eyestone, Vampiric Ore"
towers,August 12,"Solarite, Realm Ore, Silk"
towers,August 13,"Runestone, Mandrake, Adamantine, Waterstone, Witchstone"
towers,August 14,"Eyestone, Runestone, Elstone, Hide, Stone, Fogstone"
towers,August 15,"Wolf's Blood, Silk, Hardened Steel, Pure Waterstone, Broken Statue"
towers,August 16,"Stone, Wolf's Blood, Runestone, Hide"
towers,August 17,"Leather, Vampiric Ore, Soul, Perfect Runestone, Greater Soul"
towers,August 18,"Mythril, Silver, Demonic Ore, Pure Lightstone, Iron"
towers,August 19,"Lesser Balorite, Skystone, Realm Ore, Perfect Baldur, Orichalcum"
towers,August 20,"Baldur, Cursed Ortanite, Nightstone, Eyestone, Realm Ore"
towers,August 21,"Draconite, Ancient Stone, Nightshade, Wolf's Blood"
towers,August 22,"Draconite, Silver, Soul, Scalestone"
towers,August 23,"Silphium, Bone, Silver, Elstone, Titanium"
towers,August 24,"Stone, Steel, Sandstone"
towers,August 25,"Runestone, Mythril, Steel, Darkstone, Realm Ore, Perfect Runestone"
towers,August 26,"Lesser Balorite, Hide, Orichalcum, Fogstone, Eyestone, Ortanite"
towers,August 27,"Cavestone, Red Draconite, Greater Soul, Bone, Baldur, Sandstone"
towers,August 28,"Adamantine, Baldur, Hide, Darkstone, Platinum, Cursed Ortanite"
towers,August 29,"Pure Draconite, Silphium, Witchstone"
towers,August 30,"Demonic Ore, Pure Darkstone, Pure Waterstone, Lyonite"
towers,August 31,"Dragonite, Vampiric Ore, Ancient Stone, Nightshade"
towers,September 1,"Soul, Elstone, Pure Draconite, Mandrake, Waterstone"
towers,September 2,"Draconite, Cavestone, Scalestone"
towers,September 3,"Fogstone, Darkstone, Nightshade, Pure Draconite, Steel"
towers,September 4,"Demonic Ore, Pure Waterstone, Hide"
towers,September 5,"Runestone, Lyonite, Hardened Steel, Undead Bone"
towers,September 6,"Lyonite, Undead Bone, Balorite, Perfect Baldur, Twilightstone"
towers,September 7,"Firestone, Red Draconite, Steel"
towers,September 8,"Runestone, Mythril, Elstone, Perfect Runestone, Greater Soul, Silk"
towers,September 9,"Lightningstone, Cursed Ortanite, Titanium, Bone, Perfect Baldur, Ancient Stone "
towers,September 10,"Realm Ore, Eyestone, Fogstone, Demonic Ore, Titanium"
towers,September 11,"Avalon Ore, Leather, Pure Lightstone"
towers,September 12,"Soul, Baldur, Nightshade"
towers,September 13,"Broken Statue, Baldur, Sandstone, Orichalcum, Soul, Draconite"
towers,September 14,"Firestone, Steel, Eyestone, Hardened Steel, Leather"
towers,September 15,"Adamantine, Lightstone, Demonic Ore, Bone, Steel"
towers,September 16,"Titanium, Undead Bone, Broken Statue, Soul"
towers,September 17,"Wolf's Blood, Pure Waterstone, Elstone"
towers,September 18,"Perfect Runestone, Baldur, Lesser Balorite, Lightningstone"
towers,September 19,"Avalon Ore, Nightstone, Stone, Silver, Silphium, Wolf's Blood"
towers,September 20,"Perfect Runestone, Witchstone, Darkstone, Stone, Pure Waterstone"
towers,September 21,"Silphium, Earthstone, Bone, Wood, Adamantine, Dragonite"
towers,September 22,"Demonic Ore, Sandstone, Silver"
towers,September 23,"Ancient Stone, Mandrake, Steel, Lightningstone"
towers,September 24,"Solarite, Skystone, Cursed Ortanite, Perfect Baldur, Balorite"
towers,September 25,"Titanium, Witchstone, Mandrake, Vampiric Ore, Lyonite, Ortanite"
towers,September 26,"Dragonite, Lightstone, Avalon Ore, Greater Soul"
towers,September 27,"Lightstone, Scalestone, Perfect Baldur"
towers,September 28,"Wood, Baldur, Perfect Baldur"
towers,September 29,"Pure Lightstone, Silk, Red Draconite, Pure Draconite, Cavestone, Titanium"
towers,September 30,"Witchstone, Perfect Runestone, Avalon Ore, Silphium"
towers,October 1,"Lightningstone, Silk, Nightstone, Steel, Mythril"
towers,October 2,"Twilightstone, Hardened Steel, Witchstone, Lightningstone, Bone, Steel"
towers,October 3,"Realm Ore, Earthstone, Firestone, Cavestone"
towers,October 4,"Wood, Greater Soul, Perfect Baldur, Nightshade, Pure Waterstone"
towers,October 5,"Avalon Ore, Red Draconite, Platinum, Orichalcum, Lightningstone, Lightstone"
towers,October 6,"Hardened Steel, Pure Waterstone, Leather, Ancient Stone"
towers,October 7,"Vampiric Ore, Iron, Pure Lightstone, Lyonite, Silphium"
towers,October 8,"Realm Ore, Balorite, Scalestone"
towers,October 9,"Iron, Perfect Runestone, Skystone, Stone, Orichalcum, Red Draconite"
towers,October 10,"Demonic Ore, Mythril, Skystone"
towers,October 11,"Draconite, Firestone, Solarite, Demonic Ore, Steel"
towers,October 12,"Fogstone, Cursed Ortanite, Solarite, Balorite"
towers,October 13,"Runestone, Cursed Ortanite, Steel, Baldur, Stone, Nightshade"
towers,October 14,"Scalestone, Hide, Wolf's Blood"
towers,October 15,"Dayleaf, Sandstone, Lyonite"
towers,October 16,"Elstone, Red Draconite, Skystone"
towers,October 17,"Eyestone, Ortanite, Lesser Balorite"
towers,October 18,"Sandstone, Lightstone, Runestone, Mandrake, Scalestone, Dragonite"
towers,October 19,"Silver, Platinum, Witchstone"
towers,October 20,"Draconite, Eyestone, Dragonite"
towers,October 21,"Soul, Vampiric Ore, Ancient Stone"
towers,October 22,"Pure Draconite, Skystone, Baldur, Dragonite"
towers,October 23,"Lyonite, Demonic Ore, Pure Lightstone, Avalon Ore"
towers,October 24,"Leather, Platinum, Orichalcum, Lyonite, Pure Draconite"
towers,October 25,"Wood, Dragonite, Nightshade"
towers,October 26,"Earthstone, Vampiric Ore, Darkstone, Demonic Ore, Draconite"
towers,October 27,"Sandstone, Nightstone, Draconite"
towers,October 28,"Solarite, Pure Draconite, Mythril"
towers,October 29,"Undead Bone, Hide, Lesser Balorite, Fogstone, Perfect Baldur"
towers,October 30,"Baldur, Skystone, Adamantine, Realm Ore, Stone"
towers,October 31,"Greater Soul, Adamantine, Silver, Hide, Platinum"
towers,November 1,"Nightstone, Lightningstone, Pure Darkstone"
towers,November 2,"Broken Statue, Realm Ore, Avalon Ore, Eyestone"
towers,November 3,"Lyonite, Dayleaf, Bone"
towers,November 4,"Silk, Orichalcum, Eyestone, Perfect Baldur, Dayleaf, Firestone"
towers,November 5,"Dayleaf, Leather, Solarite, Nightshade"
towers,November 6,"Orichalcum, Platinum, Balorite"
towers,November 7,"Platinum, Earthstone, Lyonite, Scalestone, Ancient Stone"
towers,November 8,"Cursed Ortanite, Leather, Silver"
towers,November 9,"Draconite, Lesser Balorite, Pure Lightstone, Scalestone"
towers,November 10,"Pure Waterstone, Pure Lightstone, Lightningstone, Adamantine"
towers,November 11,"Perfect Runestone, Ancient Stone, Fogstone, Iron"
towers,November 12,"Solarite, Eyestone, Iron, Runestone, Titanium, Hardened Steel"
towers,November 13,"Ancient Stone, Scalestone, Solarite, Eyestone"
towers,November 14,"Ortanite, Balorite, Iron, Cursed Ortanite, Mandrake, Adamantine"
towers,November 15,"Pure Draconite, Baldur, Fogstone, Perfect Baldur"
towers,November 16,"Perfect Runestone, Red Draconite, Wolf's Blood"
towers,November 17,"Titanium, Darkstone, Silver, Twilightstone, Mandrake"
towers,November 18,"Silk, Balorite, Pure Darkstone, Eyestone"
towers,November 19,"Ancient Stone, Lyonite, Scalestone, Titanium, Eyestone, Broken Statue"
towers,November 20,"Realm Ore, Pure Draconite, Silphium, Lightstone, Wolf's Blood, Steel"
towers,November 21,"Demonic Ore, Lightningstone, Stone, Wolf's Blood, Cursed Ortanite"
towers,November 22,"Firestone, Lightningstone, Steel, Nightshade, Pure Darkstone"
towers,November 23,"Dayleaf, Wolf's Blood, Lightstone, Runestone, Realm Ore, Baldur"
towers,November 24,"Leather, Vampiric Ore, Undead Bone, Greater Soul, Earthstone"
towers,November 25,"Hardened Steel, Nightshade, Greater Soul, Pure Waterstone, Sandstone, Mandrake"
towers,November 26,"Silphium, Cursed Ortanite, Solarite"
towers,November 27,"Fogstone, Cursed Ortanite, Baldur"
towers,November 28,"Adamantine, Ancient Stone, Silk, Ortanite, Pure Darkstone, Solarite"
towers,November 29,"Hardened Steel, Stone, Elstone, Steel, Wood, Lightningstone"
towers,November 30,"Twilightstone, Pure Waterstone, Hide"
towers,December 1,"Silk, Mythril, Earthstone, Dragonite, Mandrake"
towers,December 2,"Demonic Ore, Silk, Scalestone, Wood"
towers,December 3,"Red Draconite, Sandstone, Nightstone, Undead Bone, Fogstone"
towers,December 4,"Orichalcum, Silphium, Lesser Balorite"
towers,December 5,"Skystone, Mythril, Lesser Balorite, Silk, Dragonite, Firestone"
towers,December 6,"Pure Draconite, Vampiric Ore, Earthstone, Witchstone, Nightshade, Undead Bone"
towers,December 7,"Darkstone, Platinum, Lightningstone, Earthstone"
towers,December 8,"Lightstone, Lyonite, Sandstone"
towers,December 9,"Realm Ore, Pure Lightstone, Steel"
towers,December 10,"Hide, Dragonite, Nightshade, Bone"
towers,December 11,"Solarite, Pure Draconite, Pure Darkstone, Silphium, Titanium, Firestone"
towers,December 12,"Wolf's Blood, Pure Lightstone, Wood"
towers,December 13,"Wood, Solarite, Firestone, Adamantine"
towers,December 14,"Scalestone, Soul, Perfect Runestone, Lightstone"
towers,December 15,"Hide, Baldur, Cursed Ortanite, Eyestone, Nightstone, Perfect Runestone"
towers,December 16,"Soul, Wood, Scalestone, Greater Soul"
towers,December 17,"Steel, Pure Darkstone, Pure Draconite, Nightstone"
towers,December 18,"Silk, Earthstone, Balorite, Dayleaf, Witchstone, Orichalcum"
towers,December 19,"Iron, Broken Statue, Firestone, Eyestone, Nightshade"
towers,December 20,"Dayleaf, Greater Soul, Scalestone, Stone, Runestone"
towers,December 21,"Solarite, Soul, Dayleaf, Ortanite, Elstone, Twilightstone"
towers,December 22,"Wolf's Blood, Broken Statue, Cavestone"
towers,December 23,"Leather, Cavestone, Demonic Ore, Silver, Solarite"
towers,December 24,"Sandstone, Pure Darkstone, Perfect Baldur, Lesser Balorite"
towers,December 25,"Witchstone, Perfect Baldur, Platinum, Solarite, Runestone, Silk"
towers,December 26,"Demonic Ore, Lightstone, Waterstone"
towers,December 27,"Undead Bone, Realm Ore, Perfect Runestone, Hardened Steel"
towers,December 28,"Waterstone, Pure Waterstone, Fogstone, Lightstone, Titanium,"
towers,December 29,"Soul, Mythril, Titanium, Firestone, Dayleaf"
towers,December 30,"Draconite, Platinum, Runestone, Dayleaf, Pure Lightstone, Cursed Ortanite"
towers,December 31,"Twilightstone, Eyestone, Silk, Baldur, Lyonite, Undead Bone"
